Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	GTPase activator activity (GO:0005096)	124/336	2.322411e-03	2.493425e-01	0	0	1.396760e+00	8.471555e+00	ERRFI1;DENND5B;TBC1D3H;PREX2;DOCK10;RGS5;RGS2;HERC2;RGS3;RCC1;SBF1;SBF2;TBC1D10A;TBC1D10B;STARD8;RALGAPA2;TBC1D2B;GAPVD1;SPATA13;MADD;ELMO1;PREB;RIN3;TBC1D26;TBC1D9B;MYCBP2;AGAP2;ARHGAP18;ADRB1;ARHGAP17;IQGAP1;ARHGAP15;RASGRP2;KALRN;RASGRP4;RASGRP3;ABR;ARHGAP20;RACGAP1;NCKAP1L;SRGAP2;EVI5;TBC1D15;TBC1D8B;RAP1GAP2;JUN;RABGAP1L;STARD13;EIF2B2;IQSEC2;DENND4A;RAB3IP;DENND4C;HPS1;HPS4;ADAP1;ARHGAP26;ARHGAP32;ARHGAP31;ARHGAP30;SH3BP5L;GNAQ;RGL1;ARHGAP9;DENND1C;NRP1;DOCK5;DOCK9;DENND1A;DOCK8;LRRK2;RASGRF2;RASGRF1;ARHGAP1;ARHGEF10L;SIPA1L2;AKAP13;TAGAP;DNM1L;EIF2B1;RALGPS1;GARNL3;PSD;ARHGEF10;ARHGEF15;ELMOD2;DENND2A;ELMOD1;TBC1D8;VAV1;VAV2;TBC1D2;TBC1D4;RASA4;TBC1D7;PGAM5;ARHGEF7;DOCK2;RAPGEF6;RAPGEF3;ARHGEF6;RAPGEF4;RABGAP1;ASAP1;DENND3;FGD2;FGD3;CYTH3;FGD5;CYTH4;CHN2;EPS8L1;EPS8L2;FNIP1;CYTH1;RANBP1;STXBP5L;RGP1;SGSM3;NUCB1;RANGRF;RGS11;SMAP2;RAB3GAP1
GO_Molecular_Function_2021	vascular endothelial growth factor-activated receptor activity (GO:0005021)	6/7	3.535065e-03	3.321182e-01	0	0	1.425633e+01	8.047733e+01	NRP1;PDGFRA;NRP2;FLT1;FLT4;KDR
GO_Molecular_Function_2021	platelet-derived growth factor binding (GO:0048407)	8/11	3.937049e-03	3.321182e-01	0	0	6.337387e+00	3.509217e+01	COL1A1;PDGFRB;PDGFRA;COL3A1;COL1A2;COL5A1;COL6A1;PDGFB
GO_Molecular_Function_2021	semaphorin receptor activity (GO:0017154)	8/11	3.937049e-03	3.321182e-01	0	0	6.337387e+00	3.509217e+01	NRP1;NRP2;PLXND1;PLXNB3;PLXNB2;PLXNB1;PLXNC1;PLXNA3
GO_Molecular_Function_2021	phosphoric ester hydrolase activity (GO:0042578)	25/53	5.238339e-03	4.124319e-01	0	0	2.124223e+00	1.115589e+01	GDPD1;PDXP;PTPN22;GDPD3;DUSP15;DUSP16;PLCXD2;DUSP13;DUSP11;DUSP12;PPP1CC;DUSP10;SMPD1;SBF1;LHPP;DUSP4;EPHX2;DUSP28;PPP1CA;PHOSPHO1;APEX1;PGP;PGAM5;SMPDL3B;SMPDL3A
GO_Molecular_Function_2021	tropomyosin binding (GO:0005523)	10/16	6.467571e-03	4.773876e-01	0	0	3.961361e+00	1.996904e+01	TMOD1;PYCARD;CALD1;TMOD3;TMOD2;TNNT3;LMOD1;S100A6;SMTNL2;LMOD3
GO_Molecular_Function_2021	ubiquitin protein ligase binding (GO:0031625)	97/265	8.353904e-03	5.542791e-01	0	0	1.376763e+00	6.587847e+00	RPL5;AUP1;CASC3;CLU;HERC2;CHEK2;MAGEA2;PSMD1;ARRDC5;ARRDC1;RPL23;MID1;RRAGA;PRKAR1A;UQCRC1;TXNIP;TRIB3;TRIB2;UBA52;VCL;VCP;ABCB1;TSG101;CUL2;BCL10;NLK;UBE2J2;FHIT;GABARAP;FOXO1;PRKAR2B;HLTF;PCBP2;BAG1;UBC;TNFRSF14;NAE1;EGR2;JUN;FZD5;FZD4;XRCC5;WFS1;PYHIN1;NEK6;TNK2;FZD8;PA2G4;PRDX6;UBE2T;BCL2;UBE2N;WRAP53;YWHAE;CDKN1A;PTPN22;BRCA1;TUBA1B;UCHL1;SUMO1;SLC22A18;IKBKG;DNM1L;JAK1;CCT2;TPI1;DDX58;TUBB;TRAF1;TNFRSF1B;PSMA3;TCP1;FATE1;EIF4E2;OTUB1;RALA;RNF34;RPL11;NEDD8;PRR5L;ACVR1B;TANK;EGFR;APBB1;CKB;RPS27A;RNF20;HSPA1L;UBE2G1;LRPPRC;PML;SKI;DNAJA1;APC;STUB1;TRIM37;LTBR
GO_Molecular_Function_2021	glycerophospholipid flippase activity (GO:0140333)	8/12	8.745823e-03	5.542791e-01	0	0	4.752703e+00	2.252391e+01	ABCB1;ATP8A1;ATP8B1;ABCB4;ATP10B;ATP11C;ATP10A;ATP11A
GO_Molecular_Function_2021	DNA-directed 5'-3' RNA polymerase activity (GO:0003899)	15/29	1.030998e-02	5.542791e-01	0	0	2.547293e+00	1.165295e+01	PRIM1;POLRMT;POLR3B;POLR2B;MED21;POLR2D;POLR1C;POLR2E;POLR3F;POLR2F;POLR2G;POLR2I;POLR2J;POLR3K;POLR2L
GO_Molecular_Function_2021	G protein-coupled serotonin receptor binding (GO:0031821)	5/6	1.032527e-02	5.542791e-01	0	0	1.187827e+01	5.432125e+01	GNAO1;GNA14;GNA15;GNA11;GNAQ
GO_Molecular_Function_2021	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity (GO:0047238)	5/6	1.032527e-02	5.542791e-01	0	0	1.187827e+01	5.432125e+01	CSGALNACT1;CHPF;CHPF2;CSGALNACT2;CHSY3
GO_Molecular_Function_2021	sodium ion binding (GO:0031402)	5/6	1.032527e-02	5.542791e-01	0	0	1.187827e+01	5.432125e+01	SLC34A2;PDXK;TDG;CAPN3;ATP1A1
GO_Molecular_Function_2021	protein tyrosine/serine/threonine phosphatase activity (GO:0008138)	12/22	1.264959e-02	6.495290e-01	0	0	2.852333e+00	1.246507e+01	DUSP4;DUSP12;MTMR2;MTMR3;DUSP10;DUSP1;DUSP15;SBF1;DUSP16;DUSP9;PPM1F;CDKN3
GO_Molecular_Function_2021	mRNA 5'-UTR binding (GO:0048027)	13/25	1.569571e-02	6.556389e-01	0	0	2.575092e+00	1.069788e+01	RPL5;RPL41;RPS7;SHMT2;MRPS11;RPS3A;LARP1;IGF2BP1;IGF2BP3;IGF2BP2;RPL26;CCT5;RPS13
GO_Molecular_Function_2021	GTPase inhibitor activity (GO:0005095)	8/13	1.686870e-02	6.556389e-01	0	0	3.801892e+00	1.552045e+01	RTKN;GPS1;TNK2;ARL2;GPS2;IQGAP1;CPEB2;IPO5
GO_Molecular_Function_2021	pseudouridine synthase activity (GO:0009982)	8/13	1.686870e-02	6.556389e-01	0	0	3.801892e+00	1.552045e+01	TRUB1;TRUB2;RPUSD1;PUS1;RPUSD2;RPUSD3;PUS7;PUS7L
GO_Molecular_Function_2021	protein phosphatase 1 binding (GO:0008157)	12/23	1.941874e-02	6.556389e-01	0	0	2.592845e+00	1.021974e+01	PPP1R15A;PPP1R3F;SH3RF2;AKAP11;PPP1R3B;PPP1R3E;PPP1R16A;PPP1R3D;LILRB1;SHOC2;SMTNL2;PPP1R9B
GO_Molecular_Function_2021	ubiquitin-like protein ligase binding (GO:0044389)	100/282	1.949781e-02	6.556389e-01	0	0	1.309518e+00	5.156164e+00	RPL5;AUP1;CASC3;CLU;HERC2;CHEK2;MAGEA2;PSMD1;ARRDC5;ARRDC1;RPL23;MID1;RRAGA;PRKAR1A;UQCRC1;TXNIP;TRIB3;TRIB2;UBA52;VCL;VCP;ABCB1;TSG101;CUL2;BCL10;NLK;UBE2J2;FHIT;GABARAP;FOXO1;CCNB1;PRKAR2B;HLTF;PCBP2;BAG1;UBC;TNFRSF14;NAE1;EGR2;JUN;FZD5;FZD4;XRCC5;UBE2C;WFS1;PYHIN1;NEK6;TNK2;FZD8;PA2G4;PRDX6;UBE2T;BCL2;UBE2N;WRAP53;YWHAE;CDKN1A;PTPN22;BRCA1;TUBA1B;UCHL1;SUMO1;SLC22A18;IKBKG;DNM1L;JAK1;CCT2;TPI1;DDX58;TUBB;TRAF1;TNFRSF1B;PSMA3;TCP1;FATE1;EIF4E2;OTUB1;RALA;RNF34;RPL11;NEDD8;PRR5L;ACVR1B;TANK;EGFR;APBB1;CKB;RPS27A;RNF20;HSPA1L;STAT2;UBE2G1;LRPPRC;PML;SKI;DNAJA1;APC;STUB1;TRIM37;LTBR
GO_Molecular_Function_2021	DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906)	7/11	2.017127e-02	6.556389e-01	0	0	4.157913e+00	1.623040e+01	NEIL3;NEIL2;NTHL1;APEX1;RPS3;HMGA2;NEIL1
GO_Molecular_Function_2021	MAP kinase kinase kinase activity (GO:0004709)	7/11	2.017127e-02	6.556389e-01	0	0	4.157913e+00	1.623040e+01	MAP3K15;TAOK2;MAP3K13;MAP3K6;MAP3K7;EGFR;MAP3K5
GO_Molecular_Function_2021	transferrin receptor binding (GO:1990459)	7/11	2.017127e-02	6.556389e-01	0	0	4.157913e+00	1.623040e+01	IKBKB;SNX4;TF;CHUK;CD81;HFE;IKBKG
GO_Molecular_Function_2021	cell-cell adhesion mediator activity (GO:0098632)	19/42	2.315368e-02	6.556389e-01	0	0	1.964071e+00	7.395909e+00	NTNG1;ROBO4;ANXA1;TMOD3;NEXN;VSTM2L;IGSF9;CNN3;PPP1CA;EPCAM;PLXNB3;SIRPA;CDC42EP1;ESAM;EMB;CD47;PDLIM5;DSCAML1;S100A11
GO_Molecular_Function_2021	small ribosomal subunit rRNA binding (GO:0070181)	6/9	2.378936e-02	6.556389e-01	0	0	4.751435e+00	1.776332e+01	MRPS11;RPS3;MRPS18A;MRPS6;RPS13;MRPS18C
GO_Molecular_Function_2021	GTPase binding (GO:0051020)	73/201	2.390867e-02	6.556389e-01	0	0	1.358230e+00	5.070971e+00	CYFIP1;NCKAP1;RTKN;LRRK2;DOCK7;ARHGAP1;GCC2;YBX1;BICD1;BICD2;EPS8;AKAP13;GOLGA4;RUSC2;XPO5;ARHGDIB;RCC1;DNM1L;RNF152;UNC13B;CDKL5;ATP6AP1;NUTF2;RNF41;SIKE1;CDC42EP5;CDC42EP4;RAB34;PEX5;TBC1D7;KCTD13;PIH1D2;BIRC5;RIN3;RAPGEF6;RAPGEF4;RABGAP1;MYCBP2;WAS;IQGAP1;NDRG1;FGD2;STRN3;FGD3;GGA2;FGD5;FLNA;WHAMM;SRGAP2;WASF1;EVI5;RAB11FIP4;ABCA1;RANBP1;RABGAP1L;RCC2;CAV1;BNIP3;HPS4;MYO5A;HPS6;SORL1;LSM2;EHD1;RGP1;PEX5L;MLPH;MYO1C;SGSM3;RANGRF;PKN1;RAB3GAP1;PICALM
GO_Molecular_Function_2021	protein serine/threonine phosphatase activity (GO:0004722)	26/62	2.614938e-02	6.556389e-01	0	0	1.717572e+00	6.258713e+00	PHLPP2;MTMR3;PHLPP1;PPM1L;PPM1M;LRRK2;PPM1H;RPAP2;LRRC2;PPM1F;CDC14B;PPM1G;TIMM50;PPP1CC;PPP3R1;PPP4C;LRRIQ4;ILKAP;DUSP4;DUSP1;CTDSPL;PPP1CA;PDP1;PPP1R3D;PGAM5;CDKN3
GO_Molecular_Function_2021	mRNA 3'-UTR binding (GO:0003730)	34/85	2.624571e-02	6.556389e-01	0	0	1.585907e+00	5.773101e+00	RPL5;DAZAP1;CELF2;ELAVL4;ELAVL2;ZFP36L2;ELAVL3;CRYZ;RBM4;BOLL;ZFP36;FXR2;LARP1;AUH;PCBP4;EXOSC9;ZC3H12A;DND1;IGF2BP1;IGF2BP3;IGF2BP2;ZNF385A;CCT5;RNF20;RPL41;RPS7;CPSF1;SECISBP2L;RNPS1;HNRNPC;CPEB2;RBMS2;RBMS3;CPEB4
GO_Molecular_Function_2021	5'-3' RNA polymerase activity (GO:0034062)	14/29	2.633197e-02	6.556389e-01	0	0	2.218442e+00	8.068411e+00	POLRMT;POLR3B;POLR2B;MED21;POLR2D;POLR1C;POLR2E;POLR3F;POLR2F;POLR2G;POLR2I;POLR2J;POLR3K;POLR2L
GO_Molecular_Function_2021	transcription corepressor binding (GO:0001222)	14/29	2.633197e-02	6.556389e-01	0	0	2.218442e+00	8.068411e+00	SUZ12;CTBP2;NEK6;ZBTB16;RORA;NR1D1;PER2;PER3;CNOT2;SIX3;LCOR;HDGF;ZBTB7A;EZH2
GO_Molecular_Function_2021	cytokine receptor activity (GO:0004896)	35/88	2.667541e-02	6.556389e-01	0	0	1.570988e+00	5.693280e+00	CX3CR1;IL20RA;CSF2RB;IL1RAP;CSF2RA;GHR;CXCR1;LEPR;IL21R;CCR5;IL12RB1;CCR3;CMKLR1;IL13RA1;IFNAR2;CCR1;CD74;GPR17;IL4R;FZD4;IL10RA;IL17RE;GFRA3;OSMR;F3;IL17RC;PRLR;IL17RB;IL17RA;IL22RA1;IL1RAPL2;IL3RA;IL2RB;IL6ST;CD44
GO_Molecular_Function_2021	cell-matrix adhesion mediator activity (GO:0098634)	5/7	2.730081e-02	6.556389e-01	0	0	5.938713e+00	2.138435e+01	ITGA10;ITGA2;ITGA1;ITGA11;EMILIN1
GO_Molecular_Function_2021	minor groove of adenine-thymine-rich DNA binding (GO:0003680)	5/7	2.730081e-02	6.556389e-01	0	0	5.938713e+00	2.138435e+01	MEF2C;HAND2;HMGA1;HMGA2;MAPT
GO_Molecular_Function_2021	protein kinase binding (GO:0019901)	170/506	2.812579e-02	6.556389e-01	0	0	1.206975e+00	4.310190e+00	ERRFI1;NR3C1;GOLGA2;CDH5;PPP1CC;TCL1B;ZFP36;CCND3;RPS19;CHEK2;CDK5RAP1;SIRPA;FBXO5;SOX9;TRIM22;CDK5RAP2;IFNAR2;PDGFRB;RPS7;AP1B1;UNC5C;VRK1;MAPK8IP2;PRKAB1;CDC25A;TUBA4A;TOM1L2;STX1B;MSH2;PRKAR1A;JTB;ADAM9;TRIM14;ATF7;PRKD2;MAPKAPK5;SIK1;TRIB3;EPHA1;TRIB2;KHDRBS1;SHC2;CTBP2;SHC1;AGAP2;BCL10;IQGAP1;ZBTB4;PRDX3;FAM83H;CCNB1;RACGAP1;GRK5;PRKAR2B;PLCG2;RAB11FIP2;FAM83C;CNTLN;TRAP1;ACE;FZD5;CAV2;NEK6;RCC2;CAV1;MSN;NBEAL2;PTK2;SNAP91;ZC3HC1;CYLD;TPX2;PTPRC;NR4A3;NBEA;CASS4;TCF3;MAP3K13;LAT;ACVRL1;TOP2A;CDKN1A;DIRAS1;ITGB2;PLEK;PRKAG1;KIF11;PTPRK;FOXM1;RND2;LYST;BICD1;DUSP16;PKD1;CKS1B;RND1;IKBKB;CASP9;GHR;GYS1;SPRED1;DUSP10;KIF13B;RAC2;DACT3;ITGAV;ANKRD2;JAK2;DACT1;DUSP4;MAP4K2;PARP1;DUSP1;FCRL3;PGAM1;IRAK3;DUSP9;TIRAP;DNM1;CIT;DNAJC3;ACTA2;CCNA2;FGR;KAT2B;SIKE1;CEACAM1;RARA;MAPRE3;MAPT;ARHGEF7;MAPRE1;MYH6;PPP1R15A;DCTN2;GSTP1;MVP;ADCY4;WAS;KCNA5;NOD2;PTN;DBF4B;PHYHIP;ADCY6;PRAM1;AURKA;CAMK2N1;SV2A;MARVELD3;RPS3;RBBP6;PDLIM5;SH2B3;CDKN2B;SLC12A4;NPM1;CDKN2C;CDKN2A;STAT3;TPRKB;SKI;MAD2L2;APC;TAOK2;PKN1;CD247;BCAR1;TRIM34;TJP2
GO_Molecular_Function_2021	cell adhesion mediator activity (GO:0098631)	12/24	2.855075e-02	6.556389e-01	0	0	2.376606e+00	8.451381e+00	NTNG1;ROBO4;NINJ1;PLXNB3;NEXN;VSTM2L;SIRPA;ESAM;CD47;EMB;DSCAML1;IGSF9
GO_Molecular_Function_2021	arylsulfatase activity (GO:0004065)	8/14	2.925542e-02	6.556389e-01	0	0	3.168018e+00	1.118846e+01	GALNS;ARSA;STS;ARSJ;ARSK;ARSH;ARSD;SULF2
GO_Molecular_Function_2021	C-X3-C chemokine binding (GO:0019960)	4/5	2.942325e-02	6.556389e-01	0	0	9.501013e+00	3.350029e+01	CX3CR1;ITGA4;ITGB3;ITGAV
GO_Molecular_Function_2021	collagen binding involved in cell-matrix adhesion (GO:0098639)	4/5	2.942325e-02	6.556389e-01	0	0	9.501013e+00	3.350029e+01	ITGA10;ITGA2;ITGA1;ITGA11
GO_Molecular_Function_2021	complement component C3b binding (GO:0001851)	4/5	2.942325e-02	6.556389e-01	0	0	9.501013e+00	3.350029e+01	CR1;ITGAM;ITGB2;PHB
GO_Molecular_Function_2021	lipase binding (GO:0035473)	4/5	2.942325e-02	6.556389e-01	0	0	9.501013e+00	3.350029e+01	LRPAP1;APOB;APOA5;GPIHBP1
GO_Molecular_Function_2021	oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor (GO:0016723)	4/5	2.942325e-02	6.556389e-01	0	0	9.501013e+00	3.350029e+01	STEAP3;STEAP4;MMACHC;STEAP2
GO_Molecular_Function_2021	phosphatidylcholine floppase activity (GO:0090554)	4/5	2.942325e-02	6.556389e-01	0	0	9.501013e+00	3.350029e+01	ABCA1;ABCB1;ABCB4;ABCA7
GO_Molecular_Function_2021	phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity (GO:0052629)	4/5	2.942325e-02	6.556389e-01	0	0	9.501013e+00	3.350029e+01	MTMR1;MTMR2;MTMR3;MTM1
