Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	cotranslational protein targeting to membrane (GO:0006613)	59/94	2.802916e-11	1.460574e-08	0	0	4.031755e+00	9.796268e+01	RPL4;RPL5;TRAM1;RPL3;ARL6IP1;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL6;RPS15;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;SSR2;RPL22;RPS3A;RPSA;SRP9;RPL37A;RPL24;RPL27;RPL26;UBA52;RPL11;RPS15A;RPS3;RPL15;RPS2;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS27;RPS29;RPL27A;RPS20;RPS21;RPS23
GO_Biological_Process_2021	gene expression (GO:0010467)	159/356	1.056434e-09	5.046232e-07	0	0	1.941169e+00	4.012079e+01	RPL4;RPL5;NUP107;RPL3;RPL32;RPL31;RPL34;ADARB1;CASC3;RPL10A;PWP1;YARS2;RPL6;RPS15;RPS17;RPS16;RPL18A;RPS19;CLP1;RPS18;MAGOH;RPL36;RPL35;RPL38;RPL37;RPS10;RPS13;AGFG1;RPS12;MEF2A;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;MRPS18A;RPSA;THOC5;MRPS18C;THOC6;SARNP;XRN2;RPL24;RPL27;RPL26;SEH1L;RBM8A;AAAS;MRPL10;MRPL11;TSPAN5;NUP88;CPSF4;RPL41;CPSF1;NUP155;RBPMS;CPSF3;MRPL27;MRPL28;MAGOHB;HNRNPL;RPS26;SETX;NR4A2;RPS27;RPS29;RPL27A;BCL3;MMS19;RNPS1;RPS20;HOXD3;RPS21;RSL24D1;FARSB;RPS23;MRPS17;HBS1L;MRPS15;SMG1;MRPS16;NXT1;MRPS14;MRPS11;RPLP1;CELF2;MRPS12;RPLP0;ELAVL4;MRPL34;MRPL35;BICD1;DUSP11;MRPL42;MRPL3;RBM4;RPL7A;RPLP2;MRPL9;RBM5;RBM6;NUP133;MRPS21;DDX54;RPS3A;MRPS6;MLF1;MRPL43;MRPS5;TOPORS;MRPL44;MRPL52;MRPL51;PAX8;RPL37A;NUP54;MRRF;PTMA;SLU7;RBMS2;RNASEL;DDX25;MRPS33;RPL11;RRBP1;LMF2;MRPL55;LMF1;NXF2;RPS15A;TAF1B;POLR2B;POLR2D;RPS3;E2F1;POLR2E;POLR2F;IGF2BP3;NUP43;POLR2G;RPL15;RPS2;POLR2H;RPS27A;POLR2I;RAE1;EIF4E;POLR2J;RPL19;POLR2L;RPL35A;RPL23A;SORL1;SNRNP40;RPS6KB2;STUB1;NUP37
GO_Biological_Process_2021	protein targeting to ER (GO:0045047)	60/103	1.403469e-09	6.188219e-07	0	0	3.335949e+00	6.800105e+01	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;ZFAND2B;RPL10A;RPL6;RPS15;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;MAN1A1;RPL37;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPSA;RPS3A;SRP9;RPL37A;RPL24;RPL27;RPL26;UBA52;RPL11;RPS15A;RPS3;RPL15;RPS2;RPS27A;RPL19;RPL41;EDEM1;SGTA;RPL35A;RPL23A;RPS26;RPS27;RPS29;RPL27A;RPS20;RPS21;RPS23
GO_Biological_Process_2021	ribosome biogenesis (GO:0042254)	94/192	1.271095e-08	5.204227e-06	0	0	2.297503e+00	4.177045e+01	LTV1;RPL4;POP5;RPL5;RPL3;DDX49;RPL32;RPL31;DDX47;NVL;RPL34;PAK1IP1;RPLP1;RPLP0;RPL10A;RPL6;RRP9;RPS15;FBL;RPL7A;RPS17;RPS16;XPO1;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RRP12;GLUL;PELP1;RPS9;RPS7;IMP3;RPL23;RPL22;WDR74;DDX54;IMP4;URB2;DDX52;SENP3;UTP18;EBNA1BP2;LSG1;MRTO4;XRN2;C1D;RPL37A;PIH1D2;RPL24;RPL27;NAF1;RPL26;UBA52;DDX27;NIP7;HEATR1;RPL11;NOLC1;NOL8;VCX;NOC4L;RPF2;EMG1;PDCD11;EXOSC9;DHX37;RPL15;RPS2;EXOSC1;RPL19;NOP56;RPL41;NPM1;UTP6;KRR1;WDR18;RPL35A;RPL23A;WDR12;BYSL;RCL1;RPS27;EIF6;RPL27A;ZNF658;DHX29;NOL11;ABCE1;RAN;RPL26L1
GO_Biological_Process_2021	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	61/113	5.340585e-08	2.040815e-05	0	0	2.803228e+00	4.694102e+01	RPL4;RPL5;SMG1;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;CASC3;RPL10A;RPL6;RPS15;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;MAGOH;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPSA;RPS3A;RPL37A;RPL24;RPL27;RPL26;UBA52;RBM8A;RPL11;RPS15A;RPS3;RPL15;RPS2;RPS27A;RPL19;RPL41;RPL35A;RPL23A;MAGOHB;RPS26;RPS27;RPS29;RPL27A;RNPS1;RPS20;RPS21;RPS23
GO_Biological_Process_2021	rRNA metabolic process (GO:0016072)	79/162	2.196198e-07	7.867878e-05	0	0	2.276429e+00	3.490077e+01	RPL4;POP5;RPL5;RPL3;DDX49;RPL32;RPL31;DDX47;NVL;RPL34;RPLP1;RPLP0;RPL10A;RPL6;RRP9;RPS15;FBL;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RRP12;PELP1;RPS9;RPS7;IMP3;RPL23;RPL22;WDR74;DDX54;IMP4;DDX52;SENP3;UTP18;EBNA1BP2;XRN1;MRTO4;XRN2;C1D;RPL37A;PIH1D2;RPL24;RPL27;RPL26;MAPT;UBA52;DDX27;HEATR1;RPL11;NOLC1;NOL8;NOC4L;EMG1;PDCD11;EXOSC9;DHX37;RPL15;RPS2;EXOSC1;RPL19;NOP56;RPL41;UTP6;KRR1;WDR18;RPL35A;RPL23A;WDR12;BYSL;RCL1;RPS27;RPL27A;NOL11
GO_Biological_Process_2021	rRNA processing (GO:0006364)	81/173	1.286745e-06	4.338603e-04	0	0	2.105093e+00	2.855221e+01	RPL4;POP5;RPL5;RPL3;DDX49;RPL32;RPL31;DDX47;NVL;RPL34;RPLP1;RPLP0;RPL10A;RPL6;RRP9;RPS15;FBL;RPL7A;RPS17;RPS16;MRPL1;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RRP12;PELP1;RPS9;RPS7;IMP3;RPL23;RPL22;WDR74;DDX54;IMP4;DDX52;SENP3;UTP18;EBNA1BP2;MRTO4;XRN2;C1D;RPL37A;PIH1D2;RPL24;RPL27;RPL26;UBA52;DDX27;NOP2;HEATR1;RPL11;NOLC1;NOL8;NOC4L;EMG1;PDCD11;EXOSC9;DHX37;RPL15;RPS2;EXOSC1;RPL19;NOP56;RPL41;UTP6;KRR1;WDR18;RPL35A;RPL23A;WDR12;BYSL;RCL1;LSM6;RPS27;EIF6;RPL27A;NOL11
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	66/136	2.606740e-06	8.301018e-04	0	0	2.252113e+00	2.895634e+01	ISY1;RPL5;RPL3;CELF2;MRPS11;CELF3;RPLP0;PPAN;CELF5;USP39;RPL6;RPS15;COIL;SART3;RPS19;SNRPD2;CLP1;SNRPD1;DENR;RPL38;RBM5;ABT1;RPS5;RPSA;CRNKL1;TRAF7;PRPF6;CLNS1A;GEMIN4;SNRPG;RPL24;STRAP;GEMIN6;SNRPE;NAF1;GEMIN7;SNRPF;SNRNP200;SNRPC;SNRPB;DHX9;DDX1;NOP2;RPL11;RPF2;MRPL20;TGS1;POLR2D;BRIX1;ZRSR2;CPSF6;SF3A2;XRCC5;PTGES3;RPL23A;ERAL1;EIF2S2;LSM4;NLE1;TARBP2;SETX;RPS27;EIF6;DHX29;RSL24D1;EIF3A
GO_Biological_Process_2021	ncRNA processing (GO:0034470)	89/201	7.108685e-06	2.144578e-03	0	0	1.899848e+00	2.252117e+01	RPL4;POP5;RPL5;POP7;RPL3;DDX49;RPL32;RPL31;DDX47;NVL;RPL34;RPLP1;RPP30;RPLP0;RPL10A;RPL6;RRP9;RPS15;FBL;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RRP12;PELP1;RPS9;RPS7;IMP3;RPL23;METTL3;RPL22;WDR74;DDX54;IMP4;DDX52;SENP3;UTP18;MRPL44;EBNA1BP2;XRN2;MRTO4;C1D;RPL37A;RPP21;PIH1D2;RPL24;RPL27;RPL26;UBA52;ZCCHC8;DDX27;HEATR1;RPL11;SRRT;NOLC1;NOL8;NOC4L;EMG1;PDCD11;EXOSC9;DHX37;RPL15;RPS2;EXOSC1;RPL19;NOP56;RPL41;UTP6;SSB;KRR1;WDR18;RPL35A;RPL23A;WDR12;TARBP2;BYSL;RCL1;LIN28B;RPS27;PRKRA;RPL27A;INTS7;NOL11
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	165/417	7.655776e-06	2.194145e-03	0	0	1.570156e+00	1.849652e+01	RPL4;RPL5;RPL3;RPL32;CSF1;RPL31;RPL34;TNC;DMP1;RPL10A;FBXO22;YARS2;RPL6;RPS15;PCMT1;C4A;RPS17;RPS16;CDH2;RPL18A;RPS19;RPS18;CHEK2;RPL36;RPL35;MAGEA2;RPL38;RPL37;SEPHS1;RPS10;RPS13;MEN1;RPS12;ATG3;SLC34A2;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;IGFBP2;MRPS18A;RPSA;PDIA6;FBXW2;MRPS18C;CDC34;LOX;PAPPA;RPL24;SPARCL1;RPL27;RPL26;IGFALS;UBA52;LIPT1;UBA7;SDC2;HTRA2;CSF2RB;OMA1;CSF2RA;MRPL10;MRPL11;C3;TGOLN2;LTA4H;APOB;ST3GAL1;RPL41;UBE2I;WFS1;FUCA2;MRPL27;MRPL28;CP;RPS26;MSRA;TF;RPS27;RPS29;RPL27A;RPS20;RSL24D1;RPS21;FARSB;RPS23;FBN1;MRPS17;HBS1L;MRPS15;SERPINA1;MRPS16;MRPS14;RPLP1;MRPS11;RPLP0;MRPS12;IDE;MRPL34;NAGPA;MRPL35;SPPL3;MRPL42;UBL5;DUSP12;MRPL3;RPL7A;SERP1;RPLP2;QSOX1;MRPL9;LMCD1;PARP4;RIPK3;MMP2;APOA1;MRPS21;RPS3A;APOA5;MRPS6;MRPL43;MRPS5;MRPL52;DNAJC3;RCN1;VCAN;MRPL51;RPL37A;FAM20C;VWA1;L2HGDH;GAS6;MRRF;MRPS33;RPL11;DENND3;NEDD8;RRBP1;FSTL1;RNF5;PARL;MRPL55;RPS15A;RPS3;IGF2BP3;RPL15;RPS2;APOL1;RPS27A;SEC11A;LCMT1;RPL19;GOLM1;LAMB2;MCRS1;CCDC59;RPL35A;RPL23A;UBE2G1;LAMB1;RPS6KB2;MSRB3;NUCB1
GO_Biological_Process_2021	positive regulation of cell cycle G2/M phase transition (GO:1902751)	17/23	1.473394e-05	4.021663e-03	0	0	6.742288e+00	7.501037e+01	DYRK3;NPM1;ATAD5;RCC2;VPS4B;CDC7;DBF4B;CDC25A;MECP2;CCNB1;RAD51C;CDK4;CDK1;FBXO5;DTL;STOX1;BRD4
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	93/216	1.783495e-05	4.646816e-03	0	0	1.807507e+00	1.976392e+01	ECM2;COL16A1;ITGAM;COL14A1;ITGB4;LAMC3;ELN;ITGB3;SERPINE1;ITGB2;TNC;DMP1;LAMC2;ITGAE;ITGAL;FGF2;ADAMTSL1;ADAMTS4;ADAMTS5;MMP25;ADAMTS2;MMP24;ADAMTSL5;IBSP;ADAMTSL3;MMP28;KDR;ITGAX;ITGB8;ITGAV;ITGB6;ATP7A;POSTN;COL27A1;ITGA4;VWF;ITGA2;MMP2;COL23A1;ITGA1;BGN;DCN;ADAMTS20;ADAM19;VCAN;MMP16;LOX;COL4A4;COL6A2;ADAM12;COL4A3;COL6A1;COL8A2;ITGA8;PECAM1;COL8A1;COL6A3;CD47;MATN4;CD44;ITGA9;COL15A1;COL13A1;LAMA4;PDGFB;ADAMTS12;NID1;NID2;THBS1;ADAMTS10;FBLN5;THSD4;ADAMTS14;ADAMTS17;JAM2;VCAM1;LAMB2;LUM;LAMB1;COL1A1;SMOC2;COL3A1;COL1A2;COL5A1;COL5A3;ITGA10;COL5A2;ITGA11;MFAP2;COL9A2;TGFBI;RECK;FBN1
GO_Biological_Process_2021	Fc-epsilon receptor signaling pathway (GO:0038095)	54/111	1.870056e-05	4.660504e-03	0	0	2.260362e+00	2.460847e+01	ITK;PIK3CB;PSMD8;IKBKB;PSMD9;PSMD4;PSMD5;GRAP2;PSMD3;PSMD1;IKBKG;BTRC;MAP3K7;CHUK;FOS;VAV1;VAV2;LAT2;PSMA3;PSMA4;PSMA2;PSME3;PSME4;BTK;LCP2;MS4A2;CARD11;PSMD12;PSMD11;PSMD13;SHC1;BCL10;PIK3R1;PSMA7;PSMB6;MAPK9;PPP3R1;MAPK8;PSMB4;PSMB5;PSMB3;PSMB1;PLCG2;MAPK3;LYN;JUN;NFATC2;NFATC1;MAPK10;NR4A3;PSMC6;PSMC4;TAB3;LAT
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	93/217	2.220971e-05	5.304419e-03	0	0	1.792802e+00	1.920984e+01	ECM2;COL16A1;ITGAM;COL14A1;ITGB4;LAMC3;ELN;ITGB3;SERPINE1;ITGB2;TNC;DMP1;LAMC2;ITGAE;ITGAL;FGF2;ADAMTSL1;ADAMTS4;ADAMTS5;MMP25;ADAMTS2;MMP24;ADAMTSL5;IBSP;ADAMTSL3;MMP28;KDR;ITGAX;ITGB8;ITGAV;ITGB6;ATP7A;POSTN;COL27A1;ITGA4;VWF;ITGA2;MMP2;COL23A1;ITGA1;BGN;DCN;ADAMTS20;ADAM19;VCAN;MMP16;LOX;COL4A4;COL6A2;ADAM12;COL4A3;COL6A1;COL8A2;ITGA8;PECAM1;COL8A1;COL6A3;CD47;MATN4;CD44;ITGA9;COL15A1;COL13A1;LAMA4;PDGFB;ADAMTS12;NID1;NID2;THBS1;ADAMTS10;FBLN5;THSD4;ADAMTS14;ADAMTS17;JAM2;VCAM1;LAMB2;LUM;LAMB1;COL1A1;SMOC2;COL3A1;COL1A2;COL5A1;COL5A3;ITGA10;COL5A2;ITGA11;MFAP2;COL9A2;TGFBI;RECK;FBN1
GO_Biological_Process_2021	Fc receptor signaling pathway (GO:0038093)	54/112	2.577076e-05	5.908721e-03	0	0	2.221232e+00	2.347014e+01	ITK;PIK3CB;PSMD8;IKBKB;PSMD9;PSMD4;PSMD5;GRAP2;PSMD3;PSMD1;IKBKG;BTRC;MAP3K7;CHUK;FOS;VAV1;VAV2;LAT2;PSMA3;PSMA4;PSMA2;PSME3;PSME4;KIT;BTK;LCP2;MS4A2;CARD11;PSMD12;PSMD11;PSMD13;SHC1;BCL10;PIK3R1;PSMA7;PSMB6;MAPK9;PPP3R1;MAPK8;PSMB4;PSMB5;PSMB3;PSMB1;PLCG2;MAPK3;LYN;JUN;NFATC2;NFATC1;MAPK10;PSMC6;PSMC4;TAB3;LAT
GO_Biological_Process_2021	ribosome assembly (GO:0042255)	29/50	2.770937e-05	6.108849e-03	0	0	3.289331e+00	3.451738e+01	RPL5;RPL3;MRPS11;RPLP0;NOP2;RPL11;PPAN;MPV17L2;VCX;RPF2;RPL6;RPS15;MRPL20;RPS19;C1QBP;DHX37;BRIX1;NPM1;RPS5;RPSA;RPL23A;ERAL1;NLE1;TRAF7;RPS27;EIF6;RPL24;DHX29;RSL24D1
GO_Biological_Process_2021	nuclear-transcribed mRNA catabolic process (GO:0000956)	75/171	5.295186e-05	1.109892e-02	0	0	1.865496e+00	1.836791e+01	RPL4;RPL5;SMG1;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;CASC3;RPL10A;RPL6;RPS15;RPL7A;RPS17;ZFP36;RPS16;RPL18A;RPS19;RPS18;MAGOH;ZC3H12A;RPL36;RPL35;RPLP2;TNKS1BP1;RPL38;RPL37;MTPAP;PELO;RPS10;RPS13;RPS12;DIS3L2;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPSA;RPS3A;XRN1;MRTO4;XRN2;RPL37A;RPL24;RPL27;RPL26;UBA52;RBM8A;RPL11;RPS15A;EXOSC9;POLR2D;RPS3;POLR2G;RPL15;RPS2;RPS27A;RPL19;RPL41;RPL35A;RPL23A;MAGOHB;RPS26;RPS27;RPS29;CNOT2;RPL27A;RNPS1;RPS20;RPS21;DCP1B;RPS23
